time,class,id,marketId,actor,kind,amount,asset,chainSignature,commitment,prevCommitment
1790133897179,receipt,rcpt_65e6434e02bafb04b21d,,alice,internal_transfer,,,,65e6434e02bafb04b21dc97a56188efe1f56a57645fd53e5b09eec0132b2dcd421cc1158e0665182da70cdbd0676bc0de8f9b958baebab8ca11c8b779e78c8d8,fde09efb161f5faafc0e468ba13b7f3b94a2c3ae35eb1b6a875d9b734d07316eefb728bdc377297b8299d2fdc2f3ce837bb772a72e53f429d6781478f8e427e4
1790133898019,receipt,rcpt_c14003f020502f418eb9,,alice,internal_transfer,,,,c14003f020502f418eb95956c2055fe23ec92c4ec45740ccdde9a22fd9bf5b09c5f212eeb37c412840a32d8e348fdd7ba4fd5fc84945202883e94ba113012b84,65e6434e02bafb04b21dc97a56188efe1f56a57645fd53e5b09eec0132b2dcd421cc1158e0665182da70cdbd0676bc0de8f9b958baebab8ca11c8b779e78c8d8
1790133898856,receipt,rcpt_0a48ed98241e94d75ed8,,alice,internal_transfer,,,,0a48ed98241e94d75ed86ef256963a5532d7a7def071e4e328a63b4f57cd93b6c95e36ec62bcc2266010fdd9bf51e967bdf29f2b85e8d54aee2884d6b00b7f44,c14003f020502f418eb95956c2055fe23ec92c4ec45740ccdde9a22fd9bf5b09c5f212eeb37c412840a32d8e348fdd7ba4fd5fc84945202883e94ba113012b84
1790133899731,receipt,rcpt_909871da8d6396885ccb,,alice,internal_transfer,,,,909871da8d6396885ccb7343a19a8270c3502a990f54022ef4dc9823d110b1a35991694c0ce7aa2e6321e0cb5804cc1656988c563c66a7ce92c820f140c64fdb,0a48ed98241e94d75ed86ef256963a5532d7a7def071e4e328a63b4f57cd93b6c95e36ec62bcc2266010fdd9bf51e967bdf29f2b85e8d54aee2884d6b00b7f44
1790133900595,receipt,rcpt_c85db0da210a386f4dee,,alice,internal_transfer,,,,c85db0da210a386f4dee1cd4c3e60a2afcd0d4eaea94ec25a227a83eaeceb511245024bbf8a86e58400ed3063aa29545b296e5e1a636bea10a9375f3b0c636aa,909871da8d6396885ccb7343a19a8270c3502a990f54022ef4dc9823d110b1a35991694c0ce7aa2e6321e0cb5804cc1656988c563c66a7ce92c820f140c64fdb
1790133901415,receipt,rcpt_5c030234d988a7f7cd28,,alice,internal_transfer,,,,5c030234d988a7f7cd28a2b9213e7747f8221b430cdb065abc9269e859565b52ee94c4d43d268b8a38d7360ea458de9f100cefdd36168558354d263627563709,c85db0da210a386f4dee1cd4c3e60a2afcd0d4eaea94ec25a227a83eaeceb511245024bbf8a86e58400ed3063aa29545b296e5e1a636bea10a9375f3b0c636aa
1790133902235,receipt,rcpt_9a9e032ec74f0e8e1561,,alice,internal_transfer,,,,9a9e032ec74f0e8e1561a5e1e331e66a4ec16be1d86091c599844924184e30cac27527d052cf5a2f3943f6820d9ac36f2d90c75acd155797c3b5b999f0538253,5c030234d988a7f7cd28a2b9213e7747f8221b430cdb065abc9269e859565b52ee94c4d43d268b8a38d7360ea458de9f100cefdd36168558354d263627563709
1790133903096,receipt,rcpt_e4cc28302de8e105747f,,alice,internal_transfer,,,,e4cc28302de8e105747ff1e736b510cc233890829ace7d1c846e189c3bf8b583fac2739afe6d6039fd3d8458e63ac685ac016ecfd2f66def1f43d07406b179e1,9a9e032ec74f0e8e1561a5e1e331e66a4ec16be1d86091c599844924184e30cac27527d052cf5a2f3943f6820d9ac36f2d90c75acd155797c3b5b999f0538253
1790133903941,receipt,rcpt_430cb66b1ff5e68389b9,,alice,internal_transfer,,,,430cb66b1ff5e68389b9405468de68be63fdc4e8426c0d3062e909212a2d6bec2edff5189128c849feb598eca4f919b8f623c3307a93fd7fa73ac4439ba3464f,e4cc28302de8e105747ff1e736b510cc233890829ace7d1c846e189c3bf8b583fac2739afe6d6039fd3d8458e63ac685ac016ecfd2f66def1f43d07406b179e1
1790133904854,receipt,rcpt_ee7fdb79a31294bb444c,,alice,internal_transfer,,,,ee7fdb79a31294bb444cf381c61d6b7232caa49aca278d6dae9fa05ee4a219943469a51dd1117aa5eeca547de3650f91aab03b01e5ffc2841f6ca517e3d75de0,430cb66b1ff5e68389b9405468de68be63fdc4e8426c0d3062e909212a2d6bec2edff5189128c849feb598eca4f919b8f623c3307a93fd7fa73ac4439ba3464f
1790133905696,receipt,rcpt_de136402b145b4cd7bdd,,alice,internal_transfer,,,,de136402b145b4cd7bddc1452cdea7c22c502138199f9e3de9e23512594e850e83bd335f6e52971d9d0ac36f572f12f7e8bf23d6b2788bd66517b81677477543,ee7fdb79a31294bb444cf381c61d6b7232caa49aca278d6dae9fa05ee4a219943469a51dd1117aa5eeca547de3650f91aab03b01e5ffc2841f6ca517e3d75de0
1790133906520,receipt,rcpt_4346e682d9d9f4099f01,,alice,internal_transfer,,,,4346e682d9d9f4099f01582b7f1d3e2d04b5d90ff6e6236e71fa56b542f4badec6f931f1381ac94de230d9dc67aee2bb35b7a776e92f11d593cb7a7634d61cbe,de136402b145b4cd7bddc1452cdea7c22c502138199f9e3de9e23512594e850e83bd335f6e52971d9d0ac36f572f12f7e8bf23d6b2788bd66517b81677477543
1790133907358,receipt,rcpt_6503b4930114ba7a9355,,alice,internal_transfer,,,,6503b4930114ba7a9355980fad8420c174e319cf0da0845a84e18449caec37c1566d900ee4ab1337f24aa9b0ab26893d9a991179a20ecfd7c37d81637589d599,4346e682d9d9f4099f01582b7f1d3e2d04b5d90ff6e6236e71fa56b542f4badec6f931f1381ac94de230d9dc67aee2bb35b7a776e92f11d593cb7a7634d61cbe
1790133908229,receipt,rcpt_33a4a47f8a3c21e2ac0c,,alice,internal_transfer,,,,33a4a47f8a3c21e2ac0c470b293cdb200722014bc5ad58e31f555604f0a2ed4b3c9cbf6a69c92242c937bd57356f80478a0a734f8b7a735890a2f9ae668ba426,6503b4930114ba7a9355980fad8420c174e319cf0da0845a84e18449caec37c1566d900ee4ab1337f24aa9b0ab26893d9a991179a20ecfd7c37d81637589d599
1790133909085,receipt,rcpt_f303c491c1a28920a7d1,,alice,internal_transfer,,,,f303c491c1a28920a7d152bf35b416eb08cc7d42214c56093c711728990c6839055fff48ed8ffa20b40ff0cee292623a301ce444503fc12c835114fd9992579d,33a4a47f8a3c21e2ac0c470b293cdb200722014bc5ad58e31f555604f0a2ed4b3c9cbf6a69c92242c937bd57356f80478a0a734f8b7a735890a2f9ae668ba426
1790133909919,receipt,rcpt_2b88a964b96574b970da,,alice,internal_transfer,,,,2b88a964b96574b970da5488597075b96d5fefb2d54ad2ea0d5cc8811cf8770d1743dd48ffd9f20f0062a4f57a2297c9fd7fc3797e708f1c1ea0363c2fb138f7,f303c491c1a28920a7d152bf35b416eb08cc7d42214c56093c711728990c6839055fff48ed8ffa20b40ff0cee292623a301ce444503fc12c835114fd9992579d
1790133910801,receipt,rcpt_1995dc7006b97cf60132,,alice,internal_transfer,,,,1995dc7006b97cf60132dc6e70b92a6966827abd927d47f210cd069359bc114e685b8d167271216ce092e07a9260a0d4a0e600a679b2d5c9f2bb4b0b345a2ea2,2b88a964b96574b970da5488597075b96d5fefb2d54ad2ea0d5cc8811cf8770d1743dd48ffd9f20f0062a4f57a2297c9fd7fc3797e708f1c1ea0363c2fb138f7
1790133911717,receipt,rcpt_2b01adea3c5a261bc896,,alice,internal_transfer,,,,2b01adea3c5a261bc89607d917511c4f6c20e158d799aa9df0edb9ccb3c87953998f768695b84984ec81e4ac152da5727bbe7f7e05e40f423146a83cf3de888c,1995dc7006b97cf60132dc6e70b92a6966827abd927d47f210cd069359bc114e685b8d167271216ce092e07a9260a0d4a0e600a679b2d5c9f2bb4b0b345a2ea2
1790133912597,receipt,rcpt_e19df5c9dc08e4890ed6,,alice,internal_transfer,,,,e19df5c9dc08e4890ed60385e4703970bd1369324f752db12749fee42d965683ccd11d1fb3b74ed414353b1a1cbbc6a3c7cf0ee70f99ce4631f182d8f04f3d96,2b01adea3c5a261bc89607d917511c4f6c20e158d799aa9df0edb9ccb3c87953998f768695b84984ec81e4ac152da5727bbe7f7e05e40f423146a83cf3de888c
1790133913503,receipt,rcpt_90e832f2b6e2ca76d020,,alice,internal_transfer,,,,90e832f2b6e2ca76d0205cad1114809914007d9439ff62a70fd2dc7aca3c13035d972b631920f7d9638b58ef0ba80b439b0449882bf7954d22b10bae15a297ef,e19df5c9dc08e4890ed60385e4703970bd1369324f752db12749fee42d965683ccd11d1fb3b74ed414353b1a1cbbc6a3c7cf0ee70f99ce4631f182d8f04f3d96
1790133914341,receipt,rcpt_15e121d35701c8d1b87a,,alice,internal_transfer,,,,15e121d35701c8d1b87a6e0c5e8001c66e4e773fb40192440a3c5196a7caa6afe0ecd66a3d88b79d7a6aad72b45410cdeaf5b2e067c9b0aef727e16bc467f97f,90e832f2b6e2ca76d0205cad1114809914007d9439ff62a70fd2dc7aca3c13035d972b631920f7d9638b58ef0ba80b439b0449882bf7954d22b10bae15a297ef
1790133915229,receipt,rcpt_f57390d04ec52811a45c,,alice,internal_transfer,,,,f57390d04ec52811a45cc73ceb9d477dda01b4f9ae9a74faa7bf60bb6c5135c643fc19d39a24fd9ca700e265014f37638f1b455ab79b642ef6ef4d6adfe12517,15e121d35701c8d1b87a6e0c5e8001c66e4e773fb40192440a3c5196a7caa6afe0ecd66a3d88b79d7a6aad72b45410cdeaf5b2e067c9b0aef727e16bc467f97f
1790133916085,receipt,rcpt_9ba5e25346b44faae312,,alice,internal_transfer,,,,9ba5e25346b44faae312423ab4038dc973093b2aa87e16a04c4b469b8b9638664bd4ef971b0136727e7a3ce4df28d2cbcf88839d3b211fbd2fd241dc5af15311,f57390d04ec52811a45cc73ceb9d477dda01b4f9ae9a74faa7bf60bb6c5135c643fc19d39a24fd9ca700e265014f37638f1b455ab79b642ef6ef4d6adfe12517
1790133916916,receipt,rcpt_c609e17a42b2b1ea8808,,alice,internal_transfer,,,,c609e17a42b2b1ea880849e39c67d920d46d6370e4a5c49524722d3d5ea3d72ad66aa66bc2914d7b466301347835f530211304becda126c20afa0d55ed589ff5,9ba5e25346b44faae312423ab4038dc973093b2aa87e16a04c4b469b8b9638664bd4ef971b0136727e7a3ce4df28d2cbcf88839d3b211fbd2fd241dc5af15311
1790133917736,receipt,rcpt_a1b8965734656f109206,,alice,internal_transfer,,,,a1b8965734656f10920672784b4ee858e88717a81accd11cf452e1c21202b67797c77e6ff238dc86a631658a2c10749edbb30e696391493ac0ce19363daa024a,c609e17a42b2b1ea880849e39c67d920d46d6370e4a5c49524722d3d5ea3d72ad66aa66bc2914d7b466301347835f530211304becda126c20afa0d55ed589ff5
1790133918558,receipt,rcpt_2f738a47e9862131f8a5,,alice,internal_transfer,,,,2f738a47e9862131f8a565e4923c88e8a81422b849e577ee6620ba9f4c19b44974be2f1fe21056b9bc0bbad47d83b552d0e8cd618cce6ab2d4969ef131df3ceb,a1b8965734656f10920672784b4ee858e88717a81accd11cf452e1c21202b67797c77e6ff238dc86a631658a2c10749edbb30e696391493ac0ce19363daa024a
1790133919395,receipt,rcpt_536f3f253e9b7aebebec,,alice,internal_transfer,,,,536f3f253e9b7aebebec94c3ce099438a0b9674b754800ccaf4b235ad4c0635436fb636bf64473569345d62739483b18e011ffbc43f80838a8a8836914088cde,2f738a47e9862131f8a565e4923c88e8a81422b849e577ee6620ba9f4c19b44974be2f1fe21056b9bc0bbad47d83b552d0e8cd618cce6ab2d4969ef131df3ceb
1790133986653,receipt,rcpt_dc7c118d9637e0a6a6a9,,alice,vault_credit,,,,dc7c118d9637e0a6a6a9c2a15dfb0a77ff5bcdf72a25ba814bd32a0742b0a972f33b5f7d7087fe0b418322e09de413f96d80b083af1c9353f0fb9b867eb770fa,536f3f253e9b7aebebec94c3ce099438a0b9674b754800ccaf4b235ad4c0635436fb636bf64473569345d62739483b18e011ffbc43f80838a8a8836914088cde
1790133987487,receipt,rcpt_f87971f9433e47327910,,alice,internal_transfer,,,,f87971f9433e473279103ceb6f82c465eec983a5219e2107443e016c7b44e27160c49f9148e822ef90dcecaa77f063bc3aa712535a39ef8cf27aac6e9a93fa24,dc7c118d9637e0a6a6a9c2a15dfb0a77ff5bcdf72a25ba814bd32a0742b0a972f33b5f7d7087fe0b418322e09de413f96d80b083af1c9353f0fb9b867eb770fa
1790133988244,receipt,rcpt_b5e5c2dd8d3e2507987e,,alice,internal_transfer,,,,b5e5c2dd8d3e2507987eee63a4ac88982b1c66fa1387af444e5a1d14a753d31d94895bcbdccd3ffc4a4cd14d80709b0695e61e5999cf345c508b4ed2b5b2fe63,f87971f9433e473279103ceb6f82c465eec983a5219e2107443e016c7b44e27160c49f9148e822ef90dcecaa77f063bc3aa712535a39ef8cf27aac6e9a93fa24
1790133988954,market_trade,mkt_98d320d2c9a7:trade:0,mkt_98d320d2c9a7,alice,YES,20.2,USDC,,,
1790133988961,receipt,rcpt_f6f4f5ead7400aeade0b,,alice,position_transfer,,,,f6f4f5ead7400aeade0be37aad3f7034419b82e9486b4d25bd5ac932392f749867b012e9775d02755dc3823baa4334b98cfbd359186b8976a1720f2f89106b32,b5e5c2dd8d3e2507987eee63a4ac88982b1c66fa1387af444e5a1d14a753d31d94895bcbdccd3ffc4a4cd14d80709b0695e61e5999cf345c508b4ed2b5b2fe63
1790133989670,receipt,rcpt_2205c80bffde770cb096,,stocklana:market:mkt_98d320d2c9a7:escrow,internal_transfer,,,,2205c80bffde770cb09680c692ae923e19b1e65e3ad289d8535a3131a8106a0a9bcb8ce5102913ce90a527fd7dc6b63deb1e90ee61b167c52806509b0b7478a8,f6f4f5ead7400aeade0be37aad3f7034419b82e9486b4d25bd5ac932392f749867b012e9775d02755dc3823baa4334b98cfbd359186b8976a1720f2f89106b32
1790134400174,receipt,rcpt_a2c2cfb6bf439752857e,,alice,vault_credit,,,,a2c2cfb6bf439752857edcf46b3970c4805a20eb54788b321113e5e51516ff0c94c4fd4246b0ca9984fc3699df043f17d8a1e73e43983acc99ef8e16282492c8,2205c80bffde770cb09680c692ae923e19b1e65e3ad289d8535a3131a8106a0a9bcb8ce5102913ce90a527fd7dc6b63deb1e90ee61b167c52806509b0b7478a8
1790134401144,receipt,rcpt_42453fa6f76745dc636b,,alice,internal_transfer,,,,42453fa6f76745dc636b80203cc4b5384f083f6f0ecd73aee8625cbcfb2857e7066350396699bbdcb039f7df69c212cdd0b19e7631331aed748b400fd0500490,a2c2cfb6bf439752857edcf46b3970c4805a20eb54788b321113e5e51516ff0c94c4fd4246b0ca9984fc3699df043f17d8a1e73e43983acc99ef8e16282492c8
1790134401913,receipt,rcpt_1e2e71ee9c8e6ec44001,,alice,internal_transfer,,,,1e2e71ee9c8e6ec440011475e99720fcb0dae8079154154892a17807214e05601a997c5b45e6db6a6659c7634e9a0d04655102b44fde547e86e378b2c85f6f9d,42453fa6f76745dc636b80203cc4b5384f083f6f0ecd73aee8625cbcfb2857e7066350396699bbdcb039f7df69c212cdd0b19e7631331aed748b400fd0500490
1790134402678,market_trade,mkt_3113deea1fcd:trade:0,mkt_3113deea1fcd,alice,YES,20.2,USDC,,,
1790134402686,receipt,rcpt_4a37c4b0897b41ed22be,,alice,position_transfer,,,,4a37c4b0897b41ed22be8115f7783eea1203fb1f38d7cd85165e167694b86f902e06273d14e6f196cbb468cd8c2402e791752f35be90fb11600a2c8522e2ebef,1e2e71ee9c8e6ec440011475e99720fcb0dae8079154154892a17807214e05601a997c5b45e6db6a6659c7634e9a0d04655102b44fde547e86e378b2c85f6f9d
1790134403470,receipt,rcpt_37fe4560fa755ab96f61,,stocklana:market:mkt_3113deea1fcd:escrow,internal_transfer,,,,37fe4560fa755ab96f610dd704e065f6839f7614a611d41db3eb7aeacc2f577beae6680ff527245cf03542258caeae1a201a4f282bf489a1a4162619f49bf4f8,4a37c4b0897b41ed22be8115f7783eea1203fb1f38d7cd85165e167694b86f902e06273d14e6f196cbb468cd8c2402e791752f35be90fb11600a2c8522e2ebef
1790134513614,receipt,rcpt_9c190c9fb71fdbf8d9de,,week100_1790134490-liquidity-provider,vault_credit,,,,9c190c9fb71fdbf8d9de04a9a92d01e09d566a0536e362602bb1eae580df88bdfbfb28b32414c11b1cdff5b0ac95cdbf134a9413da5586f1bee39495fd4b1b1d,37fe4560fa755ab96f610dd704e065f6839f7614a611d41db3eb7aeacc2f577beae6680ff527245cf03542258caeae1a201a4f282bf489a1a4162619f49bf4f8
1790134514365,receipt,rcpt_9afff7fc07ffae8cd5c3,,week100_1790134490-liquidity-provider,internal_transfer,,,,9afff7fc07ffae8cd5c306e2363525ce1f36d4c1b79f10b605b3c63c5124b171eb4b77249306649e8fae2808f3f352a22c20415bca94d89da8d320fcd848225c,9c190c9fb71fdbf8d9de04a9a92d01e09d566a0536e362602bb1eae580df88bdfbfb28b32414c11b1cdff5b0ac95cdbf134a9413da5586f1bee39495fd4b1b1d
1790134642078,receipt,rcpt_4808db0199e7442e1bf2,,alice,vault_credit,,,,4808db0199e7442e1bf2e435bd9f276f944a8166d6c0ffb5e3f1cf5abf28fb6d2ca9e8eec79e0d3c1f349d9f1d6cfcd478f8ab55962830391a873563833a48bb,9afff7fc07ffae8cd5c306e2363525ce1f36d4c1b79f10b605b3c63c5124b171eb4b77249306649e8fae2808f3f352a22c20415bca94d89da8d320fcd848225c
1790134642934,receipt,rcpt_fae9067dcccff966f4ec,,alice,internal_transfer,,,,fae9067dcccff966f4ec09a2edc3abae8f8454419e0eca6cf033501ecc533e9fa57d02990a5ac4ff0f4261cd9d38f4966ffd1db667de170d2a917ff38bae384d,4808db0199e7442e1bf2e435bd9f276f944a8166d6c0ffb5e3f1cf5abf28fb6d2ca9e8eec79e0d3c1f349d9f1d6cfcd478f8ab55962830391a873563833a48bb
1790134643659,receipt,rcpt_f32d7df920e6aaedf380,,alice,internal_transfer,,,,f32d7df920e6aaedf3806b84a9689ebdd8dd9120d48a54ebeb27e5e662ed405d67d83abc2f471f7faf22f94e0f335a46aef78ead66ac38bb5507dd1def09e12b,fae9067dcccff966f4ec09a2edc3abae8f8454419e0eca6cf033501ecc533e9fa57d02990a5ac4ff0f4261cd9d38f4966ffd1db667de170d2a917ff38bae384d
1790134644384,market_trade,mkt_c89952f4be66:trade:0,mkt_c89952f4be66,alice,YES,20.2,USDC,,,
1790134644392,receipt,rcpt_9d98451f9035392dd54a,,alice,position_transfer,,,,9d98451f9035392dd54a42acb0601a0369d28760a4a56b3dd9b06638c7cb45b0b96a960557961f81e38fd48d1509a305668933c3049d0ef92ad4c4114d16fbd5,f32d7df920e6aaedf3806b84a9689ebdd8dd9120d48a54ebeb27e5e662ed405d67d83abc2f471f7faf22f94e0f335a46aef78ead66ac38bb5507dd1def09e12b
1790134645138,receipt,rcpt_4e34ee342244a144e2c7,,stocklana:market:mkt_c89952f4be66:escrow,internal_transfer,,,,4e34ee342244a144e2c7c220b07c1e2c257cbc938b1d656f78dc7411a4aaa2e21d2ec8e9361a0e0294697c6a4afab405863c719bee33a627c5c6a669b4e5f248,9d98451f9035392dd54a42acb0601a0369d28760a4a56b3dd9b06638c7cb45b0b96a960557961f81e38fd48d1509a305668933c3049d0ef92ad4c4114d16fbd5
1790134682507,receipt,rcpt_d09e543ffe0bec56c0cd,,regression-001,vault_credit,,,,d09e543ffe0bec56c0cd58d9eb8a8e508a1df8348815b58e8c0239bcdd906e6839676928673c91d2d850cac8c80eb5f7288e6d82199365133f35ee4d6fb753f4,4e34ee342244a144e2c7c220b07c1e2c257cbc938b1d656f78dc7411a4aaa2e21d2ec8e9361a0e0294697c6a4afab405863c719bee33a627c5c6a669b4e5f248
1790134683266,receipt,rcpt_274713b1a89354eb8185,,regression-002,vault_credit,,,,274713b1a89354eb81851d6e9a6192952eb2a00d4842b1dfb4411bf16ab0540ef19d84bf4a531f29d30d36ca6928569cda25a528453e487c0dfbdf942a0a47d9,d09e543ffe0bec56c0cd58d9eb8a8e508a1df8348815b58e8c0239bcdd906e6839676928673c91d2d850cac8c80eb5f7288e6d82199365133f35ee4d6fb753f4
1790134684002,receipt,rcpt_a9f3c7af4fbdf01cf794,,regression-003,vault_credit,,,,a9f3c7af4fbdf01cf794dddd841478d9c533da37dbe9bf9209220f292ab97c5f7a0a6586709895c51c10678f3bce4412103f5fc5aeff30ef219ca0ae88633167,274713b1a89354eb81851d6e9a6192952eb2a00d4842b1dfb4411bf16ab0540ef19d84bf4a531f29d30d36ca6928569cda25a528453e487c0dfbdf942a0a47d9
1790134684787,receipt,rcpt_a3b5c18bdf184b0ca13f,,regression-004,vault_credit,,,,a3b5c18bdf184b0ca13fa6674ff3a83407b4efb984b50ae7ff0202c45c58de5ac0111eae854705862d194997f6e9e7c903f0c2a2fa61700dce807e08eb3a2fb8,a9f3c7af4fbdf01cf794dddd841478d9c533da37dbe9bf9209220f292ab97c5f7a0a6586709895c51c10678f3bce4412103f5fc5aeff30ef219ca0ae88633167
1790134685502,receipt,rcpt_4b807ca6d422c9ea5d4f,,regression-005,vault_credit,,,,4b807ca6d422c9ea5d4f039e8fd6ca3f38455a1422b9e0e443bd0901d3d504fe8a7847db934290e60f23a2903bf5667e9b7f1a13a84ad0d88ff76d9e292752cf,a3b5c18bdf184b0ca13fa6674ff3a83407b4efb984b50ae7ff0202c45c58de5ac0111eae854705862d194997f6e9e7c903f0c2a2fa61700dce807e08eb3a2fb8
1790134686266,receipt,rcpt_566e747b0c98b75248ee,,regression-006,vault_credit,,,,566e747b0c98b75248eef660fec52e5e33ad1e47e4c464b49eefce5e1cd0ec22c029ea22f65fae412809022cea833649afc03ef3dea42b00a5a61b775429aec6,4b807ca6d422c9ea5d4f039e8fd6ca3f38455a1422b9e0e443bd0901d3d504fe8a7847db934290e60f23a2903bf5667e9b7f1a13a84ad0d88ff76d9e292752cf
1790134687050,receipt,rcpt_fdeca45b1288a8f9c2d4,,regression-007,vault_credit,,,,fdeca45b1288a8f9c2d4eb5a4891da1f8dba802c7efe82d7df0fa5fd112c5d8fac4030e0ee9b42f5b747741c68417545cc558e8a9c12af895496be0bc6a38cfe,566e747b0c98b75248eef660fec52e5e33ad1e47e4c464b49eefce5e1cd0ec22c029ea22f65fae412809022cea833649afc03ef3dea42b00a5a61b775429aec6
1790134687816,receipt,rcpt_1457b8641a654973498d,,regression-008,vault_credit,,,,1457b8641a654973498df992d95069290ef093bc48520cdfcfbc8628c68cd6267c3f518d68ed5e6a96ac95035e0275fb25ab76e141331412c156cbcde2b9ad9e,fdeca45b1288a8f9c2d4eb5a4891da1f8dba802c7efe82d7df0fa5fd112c5d8fac4030e0ee9b42f5b747741c68417545cc558e8a9c12af895496be0bc6a38cfe
1790134688561,receipt,rcpt_460c7dd33fbc23536c5f,,regression-009,vault_credit,,,,460c7dd33fbc23536c5fbb54ca91ac019ef1e1a04bca4a11259c3d46f3b4045a3516890c35983187f365cd30f93a154676ea9af6d180e3621a3409f62e6692b7,1457b8641a654973498df992d95069290ef093bc48520cdfcfbc8628c68cd6267c3f518d68ed5e6a96ac95035e0275fb25ab76e141331412c156cbcde2b9ad9e
1790134689326,receipt,rcpt_b51840c66bc385570ed8,,regression-010,vault_credit,,,,b51840c66bc385570ed8f7a38f6ccfeb80caf669fb537bc21c5a4c0d897ba56af116feb44b308fb3f0aadd625488ee414233f430f579d7bce4c183d130edbe1c,460c7dd33fbc23536c5fbb54ca91ac019ef1e1a04bca4a11259c3d46f3b4045a3516890c35983187f365cd30f93a154676ea9af6d180e3621a3409f62e6692b7
